  -1.465962708942512E+00 -1.024005468369355E+00  3.929960917437115E-02   1.846738173480166E-02 -9.498723852427940E-03 -3.143102789570130E-04
  -1.447733352306851E+00 -1.033400539570008E+00  3.900520457736385E-02   1.851455182407821E-02 -9.189947372186326E-03 -3.185603965002167E-04
  -1.429458540394806E+00 -1.042491247952216E+00  3.870835722085456E-02   1.855632337340855E-02 -8.881761239259444E-03 -3.227760874938519E-04
  -1.411143553627608E+00 -1.051278225463824E+00  3.840909208040311E-02   1.859278018367445E-02 -8.574279601294265E-03 -3.269623418327311E-04
  -1.392793582502213E+00 -1.059762211462585E+00  3.810742799596280E-02   1.862401910282736E-02 -8.267604609525156E-03 -3.311254396845337E-04
  -1.374413714498508E+00 -1.067944037421289E+00  3.780337629888724E-02   1.865014965065133E-02 -7.961819411701498E-03 -3.352730881486343E-04
  -1.356008923280117E+00 -1.075824603638155E+00  3.749693944828355E-02   1.867128942756305E-02 -7.656979443841151E-03 -3.394142220545476E-04
  -1.337584065446049E+00 -1.083404847424454E+00  3.718811013361988E-02   1.868755338166194E-02 -7.353104720302150E-03 -3.435582300774869E-04
  -1.319143891205397E+00 -1.090685705960909E+00  3.687687149245940E-02   1.869903698472870E-02 -7.050177755621680E-03 -3.477134962846527E-04
  -1.300693073463484E+00 -1.097668081964877E+00  3.656319904613446E-02   1.870579726576791E-02 -6.748151886858444E-03 -3.518854970487488E-04
  -1.282236253801071E+00 -1.104352823623818E+00  3.624706450041367E-02   1.870783944224711E-02 -6.446971163643989E-03 -3.560751159533609E-04
  -1.263778095712954E+00 -1.110740728218009E+00  3.592844078224839E-02   1.870511668248054E-02 -6.146596395832195E-03 -3.602779830698464E-04
  -1.245323330516864E+00 -1.116832570688713E+00  3.560730703727135E-02   1.869754456284892E-02 -5.847027242332958E-03 -3.644852298690580E-04
  -1.226876783814704E+00 -1.122629148612772E+00  3.528365229155920E-02   1.868502397739595E-02 -5.548312065764076E-03 -3.686852998725413E-04
  -1.208443378853204E+00 -1.128131330086186E+00  3.495747711532493E-02   1.866746292250544E-02 -5.250544334505575E-03 -3.728659888499117E-04
  -1.190028121644240E+00 -1.133340093263577E+00  3.462879344429969E-02   1.864479055345021E-02 -4.953850664803108E-03 -3.770159982705362E-04
  -1.171636076560927E+00 -1.138256552586140E+00  3.429762321568466E-02   1.861696239315983E-02 -4.658377142112967E-03 -3.811257402121663E-04
  -1.153272340136801E+00 -1.142881972438748E+00  3.396399652869365E-02   1.858395929675248E-02 -4.364278318059882E-03 -3.851875184261131E-04
  -1.134942017570977E+00 -1.147217771815339E+00  3.362794982164058E-02   1.854578359906682E-02 -4.071710249863332E-03 -3.891953569847812E-04
  -1.116650203395154E+00 -1.151265523837581E+00  3.328952429162672E-02   1.850245495146238E-02 -3.780826979045101E-03 -3.931447177972585E-04
  -1.098401965896940E+00 -1.155026952944682E+00  3.294876459053455E-02   1.845400708290957E-02 -3.491779170388249E-03 -3.970322477496617E-04
  -1.080202334172224E+00 -1.158503931293758E+00  3.260571773523964E-02   1.840048577203095E-02 -3.204713721914327E-03 -4.008556080038529E-04
  -1.062056286689881E+00 -1.161698474894023E+00  3.226043214571073E-02   1.834194778696322E-02 -2.919773524607095E-03 -4.046133860250347E-04
  -1.043968740613691E+00 -1.164612739390926E+00  3.191295674169743E-02   1.827846035335784E-02 -2.637096964983946E-03 -4.083050620686084E-04
  -1.025944541568469E+00 -1.167249015187581E+00  3.156334006307870E-02   1.821010073742559E-02 -2.356817106325324E-03 -4.119309919893337E-04
  -1.007988453886899E+00 -1.169609721641022E+00  3.121162941127361E-02   1.813695567254076E-02 -2.079060694253143E-03 -4.154923808268247E-04
  -9.901051515424563E-01 -1.171697400275455E+00  3.085787002839623E-02   1.805912056603938E-02 -1.803947221877473E-03 -4.189912349167551E-04
